number	path	doc_id	page	eo_id	sec
59028	../data/ddrs/231288/2.txt	231288	2	12356	3.4 
59029	../data/ddrs/231289/2.txt	231289	2	12356	3.4 
59030	../data/ddrs/231291/2.txt	231291	2	12356	34?? 
59031	../data/ddrs/231304/2.txt	231304	2	12356	3.4 
59032	../data/ddrs/231305/2.txt	231305	2	12356	3.4 
59033	../data/ddrs/231306/2.txt	231306	2	12356	3.4 
59034	../data/ddrs/231307/2.txt	231307	2	12356	3.4 
59035	../data/ddrs/231308/2.txt	231308	2	12356	3.4 
59036	../data/ddrs/231309/2.txt	231309	2	12356	3.4 
59037	../data/ddrs/231310/2.txt	231310	2	12356	3.4 
59038	../data/ddrs/231311/2.txt	231311	2	12356	3.4 
59039	../data/ddrs/231312/2.txt	231312	2	12356	3.4 
59040	../data/ddrs/231313/2.txt	231313	2	12356	3.4 
59041	../data/ddrs/231314/2.txt	231314	2	12356	3.4 
59042	../data/ddrs/231315/2.txt	231315	2	12356	3.4 
59043	../data/ddrs/231316/2.txt	231316	2	12356	3.4 
59044	../data/ddrs/231317/2.txt	231317	2	12356	3.4 
59045	../data/ddrs/231318/2.txt	231318	2	12356	3.4 
59046	../data/ddrs/231319/2.txt	231319	2	12356	3.4 
59047	../data/ddrs/231320/2.txt	231320	2	12356	3.4 
59048	../data/ddrs/231321/2.txt	231321	2	12356	3.4 
59049	../data/ddrs/231322/2.txt	231322	2	12356	3.4 
59050	../data/ddrs/231323/2.txt	231323	2	12356	3.4 
59051	../data/ddrs/231324/2.txt	231324	2	12356	3.4 
59052	../data/ddrs/231330/2.txt	231330	2	12356	3.4 
59053	../data/ddrs/231331/2.txt	231331	2	12356	3.4 
59054	../data/ddrs/231332/2.txt	231332	2	12356	3.4 
59055	../data/ddrs/231333/2.txt	231333	2	12356	3.4 
59056	../data/ddrs/231347/2.txt	231347	2	12356	3,4 
59057	../data/ddrs/231117/3.txt	231117	3	12356	3.4 
59058	../data/ddrs/231118/2.txt	231118	2	12356	3.4 
59059	../data/ddrs/231119/2.txt	231119	2	12356	3.4 
59060	../data/ddrs/231119/3.txt	231119	3	12356	3.4 
59061	../data/ddrs/231120/2.txt	231120	2	12356	3.4 
59062	../data/ddrs/231120/3.txt	231120	3	12356	3.4 
59063	../data/ddrs/231121/2.txt	231121	2	12356	?? 
59064	../data/ddrs/231123/2.txt	231123	2	12356	3.4 
59065	../data/ddrs/231124/2.txt	231124	2	12356	3.4 
59066	../data/ddrs/231125/2.txt	231125	2	12356	3.4 
59067	../data/ddrs/231126/2.txt	231126	2	12356	3.4 
59068	../data/ddrs/231127/2.txt	231127	2	12356	3.4 
59069	../data/ddrs/231128/2.txt	231128	2	12356	3.4 
59070	../data/ddrs/231129/2.txt	231129	2	12356	3.4 
59071	../data/ddrs/231130/2.txt	231130	2	12356	3.4 
59072	../data/ddrs/231131/2.txt	231131	2	12356	3.4 
59073	../data/ddrs/231132/2.txt	231132	2	12356	3.4 
59074	../data/ddrs/231133/2.txt	231133	2	12356	3.4 
59075	../data/ddrs/231134/2.txt	231134	2	12356	3.4 
59076	../data/ddrs/231135/2.txt	231135	2	12356	3.4 
59077	../data/ddrs/231136/2.txt	231136	2	12356	3.4 
59078	../data/ddrs/231137/2.txt	231137	2	12356	3.4 
59079	../data/ddrs/231138/2.txt	231138	2	12356	3.4 
59080	../data/ddrs/231139/2.txt	231139	2	12356	3.4 
59081	../data/ddrs/231140/2.txt	231140	2	12356	3.4 
59082	../data/ddrs/231141/2.txt	231141	2	12356	3.4 
59083	../data/ddrs/231142/2.txt	231142	2	12356	3.4 
59084	../data/ddrs/231143/2.txt	231143	2	12356	3.4 
59085	../data/ddrs/231144/2.txt	231144	2	12356	3.4 
59086	../data/ddrs/231145/2.txt	231145	2	12356	3.4 
59087	../data/ddrs/231146/2.txt	231146	2	12356	3.4 
59088	../data/ddrs/231147/2.txt	231147	2	12356	3.4 
59089	../data/ddrs/231148/2.txt	231148	2	12356	3.4 
59090	../data/ddrs/231149/2.txt	231149	2	12356	3.4 
59091	../data/ddrs/231150/2.txt	231150	2	12356	3.4 
59092	../data/ddrs/231151/2.txt	231151	2	12356	3.4 
59093	../data/ddrs/231152/2.txt	231152	2	12356	3.4 
59094	../data/ddrs/231153/2.txt	231153	2	12356	3.4 
59095	../data/ddrs/231154/2.txt	231154	2	12356	3.4 ?? 
59096	../data/ddrs/231155/2.txt	231155	2	12356	3.4 
59097	../data/ddrs/231156/2.txt	231156	2	12356	3.4 
59098	../data/ddrs/231157/2.txt	231157	2	12356	3.4 
59099	../data/ddrs/231158/2.txt	231158	2	12356	3.4 
59100	../data/ddrs/231159/2.txt	231159	2	12356	3.4 
59101	../data/ddrs/231160/2.txt	231160	2	12356	3.4 
59102	../data/ddrs/231161/2.txt	231161	2	12356	3.4 
59103	../data/ddrs/231162/2.txt	231162	2	12356	3.4 
59104	../data/ddrs/231163/2.txt	231163	2	12356	3.4 
59105	../data/ddrs/231164/2.txt	231164	2	12356	3.4 
59106	../data/ddrs/231165/2.txt	231165	2	12356	3.4 
59107	../data/ddrs/231166/2.txt	231166	2	12356	3.4 
59108	../data/ddrs/231167/2.txt	231167	2	12356	3.4 
59109	../data/ddrs/231168/2.txt	231168	2	12356	3.4 
59110	../data/ddrs/231169/2.txt	231169	2	12356	3.4 
59111	../data/ddrs/231170/2.txt	231170	2	12356	3.4 
59112	../data/ddrs/231171/2.txt	231171	2	12356	3.4 
59113	../data/ddrs/231172/2.txt	231172	2	12356	3.4 
59114	../data/ddrs/231173/2.txt	231173	2	12356	3.4 
59115	../data/ddrs/231174/2.txt	231174	2	12356	3.4 
59116	../data/ddrs/231175/2.txt	231175	2	12356	3.4 
59117	../data/ddrs/231176/2.txt	231176	2	12356	3.4 
59118	../data/ddrs/231177/2.txt	231177	2	12356	3.4 
59119	../data/ddrs/231178/2.txt	231178	2	12356	3.4 
59120	../data/ddrs/231179/2.txt	231179	2	12356	3.4 
59121	../data/ddrs/231180/2.txt	231180	2	12356	3.4 
59122	../data/ddrs/231181/2.txt	231181	2	12356	3.4 
59123	../data/ddrs/231182/2.txt	231182	2	12356	3.4 
59124	../data/ddrs/231183/2.txt	231183	2	12356	3.4 
59125	../data/ddrs/231184/2.txt	231184	2	12356	3.4 
59126	../data/ddrs/231185/2.txt	231185	2	12356	
59127	../data/ddrs/231185/3.txt	231185	3	12356	3.4 
59128	../data/ddrs/231186/2.txt	231186	2	12356	3.4 
59129	../data/ddrs/231186/3.txt	231186	3	12356	3.4 
59130	../data/ddrs/231187/2.txt	231187	2	12356	3.4 
59131	../data/ddrs/231188/2.txt	231188	2	12356	3.4 
59132	../data/ddrs/231189/3.txt	231189	3	12356	3.4 
59133	../data/ddrs/231190/3.txt	231190	3	12356	3.4 
59134	../data/ddrs/231191/2.txt	231191	2	12356	3.4 
59135	../data/ddrs/231191/3.txt	231191	3	12356	3.4 
59136	../data/ddrs/231192/3.txt	231192	3	12356	3.4 
59137	../data/ddrs/231193/2.txt	231193	2	12356	
59138	../data/ddrs/231193/2.txt	231193	2	12356	3.4 
59139	../data/ddrs/231194/2.txt	231194	2	12356	3.4 (b) 
59140	../data/ddrs/231195/2.txt	231195	2	12356	34. (b) 
59141	../data/ddrs/231196/2.txt	231196	2	12356	3.4 (b) 
59142	../data/ddrs/231196/2.txt	231196	2	12356	1.3(a)(4) 
59143	../data/ddrs/231197/2.txt	231197	2	12356	3.4 (b) 
59144	../data/ddrs/231197/2.txt	231197	2	12355	1.3 (a)(1)(4)(5) 
59145	../data/ddrs/231199/2.txt	231199	2	12356	, 3.4 (b) 
59146	../data/ddrs/231199/2.txt	231199	2	12356	, 1.3 (a)(1)(4)(5) 
59147	../data/ddrs/231200/2.txt	231200	2	12356	3.4 (b) 
59148	../data/ddrs/231200/2.txt	231200	2	12356	1.3 (a)(1)(4)(5) 
59149	../data/ddrs/231201/2.txt	231201	2	12356	3.4 
59150	../data/ddrs/231202/10.txt	231202	10	12356	3.4 
59151	../data/ddrs/231202/2.txt	231202	2	12356	3.4 
59152	../data/ddrs/231202/4.txt	231202	4	12356	3.4 
59153	../data/ddrs/231202/5.txt	231202	5	12356	3.4 
59154	../data/ddrs/231202/7.txt	231202	7	12356	3.4 
59155	../data/ddrs/231202/8.txt	231202	8	12356	3.4 
59156	../data/ddrs/231203/2.txt	231203	2	12356	3.4 
59157	../data/ddrs/231204/2.txt	231204	2	12356	3.4 
59158	../data/ddrs/231205/2.txt	231205	2	12356	3.4 
59159	../data/ddrs/231206/2.txt	231206	2	12356	3.4 
59160	../data/ddrs/231206/3.txt	231206	3	12356	3.4 
59161	../data/ddrs/231206/5.txt	231206	5	12356	3.4 
59162	../data/ddrs/231207/2.txt	231207	2	12356	3.4 
59163	../data/ddrs/231208/2.txt	231208	2	12356	3.4 
59164	../data/ddrs/231209/2.txt	231209	2	12356	3.4 
59165	../data/ddrs/231210/2.txt	231210	2	12356	3.4 
59166	../data/ddrs/231211/2.txt	231211	2	12356	3.4 
59167	../data/ddrs/231212/2.txt	231212	2	12356	3.4 
59168	../data/ddrs/231213/2.txt	231213	2	12356	3.4 
59169	../data/ddrs/231214/2.txt	231214	2	12356	3.4 
59170	../data/ddrs/231215/2.txt	231215	2	12356	3.4 
59171	../data/ddrs/231216/2.txt	231216	2	12356	3.4 
59172	../data/ddrs/231217/2.txt	231217	2	12356	3.4 
59173	../data/ddrs/231218/2.txt	231218	2	12356	3.4 
59174	../data/ddrs/231219/2.txt	231219	2	12356	3.4 
59175	../data/ddrs/231220/2.txt	231220	2	12356	3.4 
59176	../data/ddrs/231221/2.txt	231221	2	12356	3.4 
59177	../data/ddrs/231222/2.txt	231222	2	12356	3.4 
59178	../data/ddrs/231222/4.txt	231222	4	12356	3.4 
59179	../data/ddrs/231223/2.txt	231223	2	12356	3.4 
59180	../data/ddrs/231224/2.txt	231224	2	12356	3.4 
59181	../data/ddrs/231225/2.txt	231225	2	12356	3.4 
59182	../data/ddrs/231226/2.txt	231226	2	12356	3.4 
59183	../data/ddrs/231227/2.txt	231227	2	12356	3.4 
59184	../data/ddrs/231227/4.txt	231227	4	12356	3.4 
59185	../data/ddrs/231228/3.txt	231228	3	12356	3.4 (b) 
59186	../data/ddrs/230994/2.txt	230994	2	12356	
59187	../data/ddrs/230995/2.txt	230995	2	12356	
59188	../data/ddrs/230996/2.txt	230996	2	12356	
59189	../data/ddrs/230996/3.txt	230996	3	12356	
59190	../data/ddrs/230997/2.txt	230997	2	12356	
59191	../data/ddrs/230997/3.txt	230997	3	12356	
59192	../data/ddrs/230997/4.txt	230997	4	12356	
59193	../data/ddrs/230997/5.txt	230997	5	12356	
59194	../data/ddrs/230997/6.txt	230997	6	12356	
59195	../data/ddrs/230998/2.txt	230998	2	12356	
59196	../data/ddrs/230998/3.txt	230998	3	12356	
59197	../data/ddrs/230998/4.txt	230998	4	12356	
59198	../data/ddrs/230999/2.txt	230999	2	12356	
59199	../data/ddrs/231000/2.txt	231000	2	12356	
59200	../data/ddrs/231000/3.txt	231000	3	12356	
59201	../data/ddrs/231000/4.txt	231000	4	12356	
59202	../data/ddrs/231000/5.txt	231000	5	12356	
59203	../data/ddrs/231000/6.txt	231000	6	12356	
59204	../data/ddrs/231000/7.txt	231000	7	12356	
59205	../data/ddrs/231000/8.txt	231000	8	12356	
59206	../data/ddrs/231001/2.txt	231001	2	12356	3.4(b) 
59207	../data/ddrs/231003/2.txt	231003	2	12356	
59208	../data/ddrs/231004/2.txt	231004	2	12356	
59209	../data/ddrs/231005/2.txt	231005	2	12356	
59210	../data/ddrs/231006/2.txt	231006	2	12356	
59211	../data/ddrs/231007/2.txt	231007	2	12356	
59212	../data/ddrs/231008/2.txt	231008	2	12356	
59213	../data/ddrs/231009/2.txt	231009	2	12366	
59214	../data/ddrs/231010/2.txt	231010	2	12356	
59215	../data/ddrs/231015/3.txt	231015	3	12356	3.4(b) 
59216	../data/ddrs/231020/2.txt	231020	2	12356	3.4 (b) 
59217	../data/ddrs/231021/2.txt	231021	2	12356	2.4 (b) 
59218	../data/ddrs/231022/2.txt	231022	2	12356	3.4(B) 
59219	../data/ddrs/231027/2.txt	231027	2	12356	3.4(b) 
59220	../data/ddrs/231031/2.txt	231031	2	12355	3.4 (b) 
59221	../data/ddrs/231032/2.txt	231032	2	12356	3.3 
59222	../data/ddrs/231035/2.txt	231035	2		
59223	../data/ddrs/231037/2.txt	231037	2	12356	3.4 (b) 
59224	../data/ddrs/231038/2.txt	231038	2	12356	3.4 (b) 
59225	../data/ddrs/231039/2.txt	231039	2	12356	3.4 (b) 
59226	../data/ddrs/231040/2.txt	231040	2	12356	3.4 (b) 
59227	../data/ddrs/231041/2.txt	231041	2	12356	3.4 (b) 
59228	../data/ddrs/231042/2.txt	231042	2	12356	3.4 (b) 
59229	../data/ddrs/231043/2.txt	231043	2	12356	3.4 (b) 
59230	../data/ddrs/231044/2.txt	231044	2	12356	3.4 (b) 
59231	../data/ddrs/231045/2.txt	231045	2	12365	
59232	../data/ddrs/231046/2.txt	231046	2	12356	1.3(3)(5) 
59233	../data/ddrs/231047/2.txt	231047	2		
59234	../data/ddrs/231047/2.txt	231047	2	12356	
59235	../data/ddrs/231048/2.txt	231048	2	12356	1.3(2)(3)(5) 
59236	../data/ddrs/231050/3.txt	231050	3	12356	3.4(b) 
59237	../data/ddrs/231051/2.txt	231051	2	12356	3.4(b) 
59238	../data/ddrs/231051/2.txt	231051	2	12356	1.3(2)(4) 
59239	../data/ddrs/231053/2.txt	231053	2	12356	3.4 (b) 
59240	../data/ddrs/231053/2.txt	231053	2	12356	13 (2)(5) 
59241	../data/ddrs/231056/2.txt	231056	2	12356	3.4(b) 
59242	../data/ddrs/231057/2.txt	231057	2	12356	3.4 (b) 
59243	../data/ddrs/231060/2.txt	231060	2	12356	3.4 (b) 
59244	../data/ddrs/231062/2.txt	231062	2	12356	3.4 
59245	../data/ddrs/231063/2.txt	231063	2	12356	34 (b) 
59246	../data/ddrs/231063/2.txt	231063	2	12356	13 (a)(5)?? 6.2(a) 
59247	../data/ddrs/231065/2.txt	231065	2	12356	3.4 (b) 
59248	../data/ddrs/231067/2.txt	231067	2	12356	3.4 (b) 
59249	../data/ddrs/231068/2.txt	231068	2	12356	3.4(b) 
59250	../data/ddrs/231070/2.txt	231070	2	12356	3.4 (b) 
59251	../data/ddrs/231072/2.txt	231072	2	12356	3.4 (b) 
59252	../data/ddrs/231074/2.txt	231074	2	12356	3.4 (b) 
59253	../data/ddrs/231075/2.txt	231075	2	12356	3.4 (b) 
59254	../data/ddrs/231076/2.txt	231076	2	12356	3.4 (b) 
59255	../data/ddrs/231077/2.txt	231077	2	12356	14 (b) 
59256	../data/ddrs/231086/2.txt	231086	2	12356	3.4(b) 
59257	../data/ddrs/231088/2.txt	231088	2	12356	3.4 (b) 
59258	../data/ddrs/231089/2.txt	231089	2	12065	3-402 
59259	../data/ddrs/231090/2.txt	231090	2	12355	1.3(a)(4)(5) 
59260	../data/ddrs/231095/2.txt	231095	2	12356	?? 
59261	../data/ddrs/231098/2.txt	231098	2	12356	3.4.(b) 
59262	../data/ddrs/231098/2.txt	231098	2		
59263	../data/ddrs/231099/2.txt	231099	2	12356	34(b) 
59264	../data/ddrs/231100/2.txt	231100	2	12356	34 (b) 
59265	../data/ddrs/231100/3.txt	231100	3	12356	3.4. (b) 
59266	../data/ddrs/231100/3.txt	231100	3	12356	13a(5) 
59267	../data/ddrs/231103/2.txt	231103	2	12356	3.4 (b) 
59268	../data/ddrs/231104/2.txt	231104	2	12356	3.4. (b) 
59269	../data/ddrs/231105/2.txt	231105	2	12356	2.3 
59270	../data/ddrs/231106/2.txt	231106	2	12356	3.4 (b) 
59271	../data/ddrs/231107/2.txt	231107	2	12356	3.4 (b) 
59272	../data/ddrs/231108/2.txt	231108	2	12356	3.4 (b) 
59273	../data/ddrs/231109/2.txt	231109	2	12356	1.3 ?? (3)(5) 
59274	../data/ddrs/231109/2.txt	231109	2	12356	3.4 (b) 
59275	../data/ddrs/231110/2.txt	231110	2	12356	3.4 (b) 
59276	../data/ddrs/231110/2.txt	231110	2	12356	1.3(a)(4)(5)(6) 
59277	../data/ddrs/231113/2.txt	231113	2	12356	3.4 (b) 
59278	../data/ddrs/231114/2.txt	231114	2	12356	13 (a)(2)(3)+6.2 
59279	../data/ddrs/231115/2.txt	231115	2	12356	1.3 (A)(5) 86.2 
59280	../data/ddrs/231116/2.txt	231116	2	12356	3.4 
59281	../data/ddrs/231116/3.txt	231116	3	12356	3.4 
59282	../data/ddrs/230871/2.txt	230871	2	12356	
59283	../data/ddrs/230872/2.txt	230872	2	12356	
59284	../data/ddrs/230873/2.txt	230873	2	12356	
59285	../data/ddrs/230874/2.txt	230874	2	12356	
59286	../data/ddrs/230875/2.txt	230875	2	12356	
59287	../data/ddrs/230876/2.txt	230876	2	12356	
59288	../data/ddrs/230877/2.txt	230877	2	12356	
59289	../data/ddrs/230878/2.txt	230878	2	12356	
59290	../data/ddrs/230879/2.txt	230879	2	12356	3.4 (B) 
59291	../data/ddrs/230879/2.txt	230879	2	12356	
59292	../data/ddrs/230881/2.txt	230881	2	12356	
59293	../data/ddrs/230883/2.txt	230883	2	12356	
59294	../data/ddrs/230884/2.txt	230884	2	12356	
59295	../data/ddrs/230884/2.txt	230884	2	12355	, 1.3(a)(1)(5) 
59296	../data/ddrs/230885/2.txt	230885	2	12355	3.4 (b) 
59297	../data/ddrs/230885/2.txt	230885	2	12355	13 (a)(1)(2)(4)(5) 
59298	../data/ddrs/230887/2.txt	230887	2	12356	
59299	../data/ddrs/230888/2.txt	230888	2	12356	
59300	../data/ddrs/230889/2.txt	230889	2	12356	
59301	../data/ddrs/230890/2.txt	230890	2	12356	
59302	../data/ddrs/230891/2.txt	230891	2	12356	
59303	../data/ddrs/230892/2.txt	230892	2	12356	
59304	../data/ddrs/230894/2.txt	230894	2	12356	
59305	../data/ddrs/230894/3.txt	230894	3	12356	
59306	../data/ddrs/230895/2.txt	230895	2	12356	
59307	../data/ddrs/230896/2.txt	230896	2	12356	
59308	../data/ddrs/230897/2.txt	230897	2	12356	
59309	../data/ddrs/230897/3.txt	230897	3	12356	
59310	../data/ddrs/230897/4.txt	230897	4	12356	
59311	../data/ddrs/230898/2.txt	230898	2	12356	
59312	../data/ddrs/230899/2.txt	230899	2	12356	
59313	../data/ddrs/230900/2.txt	230900	2	12356	
59314	../data/ddrs/230901/2.txt	230901	2	12356	
59315	../data/ddrs/230902/2.txt	230902	2	12356	
59316	../data/ddrs/230903/2.txt	230903	2	12356	
59317	../data/ddrs/230904/2.txt	230904	2	12356	
59318	../data/ddrs/230905/2.txt	230905	2	12356	
59319	../data/ddrs/230906/2.txt	230906	2	12356	
59320	../data/ddrs/230907/2.txt	230907	2	12356	
59321	../data/ddrs/230908/2.txt	230908	2	12356	
59322	../data/ddrs/230909/2.txt	230909	2	12356	
59323	../data/ddrs/230910/2.txt	230910	2	12356	
59324	../data/ddrs/230911/2.txt	230911	2	12356	
59325	../data/ddrs/230912/2.txt	230912	2	12356	
59326	../data/ddrs/230913/2.txt	230913	2	12356	
59327	../data/ddrs/230914/2.txt	230914	2	12356	
59328	../data/ddrs/230915/2.txt	230915	2	12356	
59329	../data/ddrs/230916/2.txt	230916	2	12356	
59330	../data/ddrs/230917/2.txt	230917	2	12356	34 (b) 
59331	../data/ddrs/230918/2.txt	230918	2	12356	
59332	../data/ddrs/230919/2.txt	230919	2	12356	
59333	../data/ddrs/230920/2.txt	230920	2	12356	
59334	../data/ddrs/230922/2.txt	230922	2	12356	
59335	../data/ddrs/230922/4.txt	230922	4	12356	
59336	../data/ddrs/230923/2.txt	230923	2	12356	
59337	../data/ddrs/230924/2.txt	230924	2	12356	
59338	../data/ddrs/230925/2.txt	230925	2	12356	
59339	../data/ddrs/230926/2.txt	230926	2	12356	
59340	../data/ddrs/230927/2.txt	230927	2	12356	
59341	../data/ddrs/230928/2.txt	230928	2	12356	
59342	../data/ddrs/230929/2.txt	230929	2	12356	3.4 (b) 
59343	../data/ddrs/230929/2.txt	230929	2	12356	
59344	../data/ddrs/230932/2.txt	230932	2	12356	
59345	../data/ddrs/230933/2.txt	230933	2	12356	
59346	../data/ddrs/230934/2.txt	230934	2	12356	
59347	../data/ddrs/230935/2.txt	230935	2	12356	
59348	../data/ddrs/230936/2.txt	230936	2	12356	
59349	../data/ddrs/230936/3.txt	230936	3	12356	
59350	../data/ddrs/230936/4.txt	230936	4	12356	
59351	../data/ddrs/230937/2.txt	230937	2	12356	
59352	../data/ddrs/230938/2.txt	230938	2	12356	
59353	../data/ddrs/230938/3.txt	230938	3	12356	
59354	../data/ddrs/230938/4.txt	230938	4	12356	
59355	../data/ddrs/230938/5.txt	230938	5	12356	
59356	../data/ddrs/230939/2.txt	230939	2	12356	
59357	../data/ddrs/230940/2.txt	230940	2	12358	
59358	../data/ddrs/230942/2.txt	230942	2	12356	
59359	../data/ddrs/230943/2.txt	230943	2	12356	
59360	../data/ddrs/230944/2.txt	230944	2	12356	
59361	../data/ddrs/230945/2.txt	230945	2	12356	
59362	../data/ddrs/230946/2.txt	230946	2	12356	
59363	../data/ddrs/230947/2.txt	230947	2	12356	
59364	../data/ddrs/230948/2.txt	230948	2	12356	
59365	../data/ddrs/230949/2.txt	230949	2	12356	
59366	../data/ddrs/230950/2.txt	230950	2	12356	
59367	../data/ddrs/230951/2.txt	230951	2	12356	
59368	../data/ddrs/230952/2.txt	230952	2	12356	
59369	../data/ddrs/230953/2.txt	230953	2	12356	
59370	../data/ddrs/230954/2.txt	230954	2	12356	
59371	../data/ddrs/230955/2.txt	230955	2	12356	
59372	../data/ddrs/230955/3.txt	230955	3	12356	
59373	../data/ddrs/230955/4.txt	230955	4	12356	
59374	../data/ddrs/230956/2.txt	230956	2	12356	
59375	../data/ddrs/230957/2.txt	230957	2	12356	
59376	../data/ddrs/230958/2.txt	230958	2	12356	
59377	../data/ddrs/230959/2.txt	230959	2	12356	
59378	../data/ddrs/230960/2.txt	230960	2	12356	
59379	../data/ddrs/230961/2.txt	230961	2	12356	
59380	../data/ddrs/230962/2.txt	230962	2	12356	
59381	../data/ddrs/230962/3.txt	230962	3	12356	
59382	../data/ddrs/230963/2.txt	230963	2	12356	
59383	../data/ddrs/230964/2.txt	230964	2	12356	
59384	../data/ddrs/230965/2.txt	230965	2	12356	
59385	../data/ddrs/230965/3.txt	230965	3	12356	
59386	../data/ddrs/230966/2.txt	230966	2	12356	
59387	../data/ddrs/230967/2.txt	230967	2	12356	
59388	../data/ddrs/230968/2.txt	230968	2	12356	
59389	../data/ddrs/230969/2.txt	230969	2	12356	
59390	../data/ddrs/230971/2.txt	230971	2	12356	3.4(b) 
59391	../data/ddrs/230972/2.txt	230972	2	12356	
59392	../data/ddrs/230973/2.txt	230973	2	12356	
59393	../data/ddrs/230974/2.txt	230974	2	12356	
59394	../data/ddrs/230975/2.txt	230975	2	12356	
59395	../data/ddrs/230976/2.txt	230976	2	12356	
59396	../data/ddrs/230977/2.txt	230977	2	12356	
59397	../data/ddrs/230978/2.txt	230978	2	12356	
59398	../data/ddrs/230979/2.txt	230979	2	12356	
59399	../data/ddrs/230980/2.txt	230980	2	12356	
59400	../data/ddrs/230981/2.txt	230981	2	12356	
59401	../data/ddrs/230982/2.txt	230982	2	12356	
59402	../data/ddrs/230983/2.txt	230983	2	12356	
59403	../data/ddrs/230984/2.txt	230984	2	12356	
59404	../data/ddrs/230984/3.txt	230984	3	12356	
59405	../data/ddrs/230985/2.txt	230985	2	12356	
59406	../data/ddrs/230986/2.txt	230986	2	12356	
59407	../data/ddrs/230987/2.txt	230987	2	12356	
59408	../data/ddrs/230988/2.txt	230988	2	12356	
59409	../data/ddrs/230989/2.txt	230989	2	12356	
59410	../data/ddrs/230990/2.txt	230990	2	12356	
59411	../data/ddrs/230991/2.txt	230991	2	12356	
59412	../data/ddrs/230992/2.txt	230992	2	12356	
59413	../data/ddrs/230993/2.txt	230993	2	12356	
59414	../data/ddrs/230749/2.txt	230749	2	12356	1.3(2)(3)(5) 
59415	../data/ddrs/230750/2.txt	230750	2	12356	, 3.4(b) 
59416	../data/ddrs/230752/2.txt	230752	2	12356	1.3(2) (1)(3)(5)(6) 
59417	../data/ddrs/230758/2.txt	230758	2	12356	1.3(2)(3)(5) 
59418	../data/ddrs/230759/2.txt	230759	2	12356	a(5) 
59419	../data/ddrs/230760/2.txt	230760	2	12356	a(5) 
59420	../data/ddrs/230763/2.txt	230763	2	12356	3.4(B) 
59421	../data/ddrs/230764/2.txt	230764	2	12356	, 3.4(B) 
59422	../data/ddrs/230765/2.txt	230765	2	12356	33 
59423	../data/ddrs/230769/2.txt	230769	2	19356	
59424	../data/ddrs/230770/2.txt	230770	2	12356	3.4 (b) 
59425	../data/ddrs/230771/2.txt	230771	2	12356	?? (c) 
59426	../data/ddrs/230776/2.txt	230776	2	12356	1.3 (2)(5) 
59427	../data/ddrs/230779/2.txt	230779	2	12356	3.4 (b) 
59428	../data/ddrs/230780/2.txt	230780	2	12356	3.4 (b) 
59429	../data/ddrs/230783/2.txt	230783	2	12356	1.3 (a)(3)(5) 
59430	../data/ddrs/230784/2.txt	230784	2	12356	1.3 (a)(3)(5) 
59431	../data/ddrs/230787/2.txt	230787	2	12356	1.3 (a) (3) 
59432	../data/ddrs/230788/2.txt	230788	2	12356	3.4 (b) 
59433	../data/ddrs/230789/2.txt	230789	2	12356	1.3 (d)(s) 
59434	../data/ddrs/230789/2.txt	230789	2	12356	3.4 (b) 
59435	../data/ddrs/230797/2.txt	230797	2	12355	3.4(b) 
59436	../data/ddrs/230815/2.txt	230815	2	12356	3.4(b) 
59437	../data/ddrs/230815/2.txt	230815	2	12356	1.3(a)(5) 
59438	../data/ddrs/230817/2.txt	230817	2	1356	1.3(a)(5) 
59439	../data/ddrs/230818/2.txt	230818	2	12356	1.3 (2) (3) 
59440	../data/ddrs/230820/2.txt	230820	2	12356	1.3 (2)(3)(5) 
59441	../data/ddrs/230823/2.txt	230823	2	12356	1.3(a)(1)(5)(7) 
59442	../data/ddrs/230830/2.txt	230830	2	12356	1.3 (2)(3) 
59443	../data/ddrs/230838/2.txt	230838	2	12355	1.3(a)(5) 
59444	../data/ddrs/230841/2.txt	230841	2	12356	1.3 (a)(4) 
59445	../data/ddrs/230849/2.txt	230849	2	12	
59446	../data/ddrs/230850/2.txt	230850	2	12356	3.4 (b) 
59447	../data/ddrs/230853/2.txt	230853	2	12356	?? 
59448	../data/ddrs/230861/3.txt	230861	3	12356	1.3 (a) (4) ?? 
59449	../data/ddrs/230862/3.txt	230862	3	12356	
59450	../data/ddrs/230864/2.txt	230864	2	12356	
59451	../data/ddrs/230865/2.txt	230865	2	12356	
59452	../data/ddrs/230866/2.txt	230866	2	12356	
59453	../data/ddrs/230867/2.txt	230867	2	12356	
59454	../data/ddrs/230867/3.txt	230867	3	12356	
59455	../data/ddrs/230868/2.txt	230868	2	12356	
59456	../data/ddrs/230869/2.txt	230869	2	12356	
59457	../data/ddrs/230869/3.txt	230869	3	12356	
59458	../data/ddrs/230869/4.txt	230869	4	12356	
59459	../data/ddrs/230690/2.txt	230690	2	12356	3.3 
59460	../data/ddrs/230691/2.txt	230691	2	12353	3.3 
59461	../data/ddrs/230693/2.txt	230693	2	12356	3.3 
59462	../data/ddrs/230694/14.txt	230694	14	12356	3.3 
59463	../data/ddrs/230694/17.txt	230694	17	12356	3.3 
59464	../data/ddrs/230694/2.txt	230694	2	12356	3.3 
59465	../data/ddrs/230695/3.txt	230695	3	12356	3.3 
59466	../data/ddrs/230696/2.txt	230696	2	12356	3.3 
59467	../data/ddrs/230702/2.txt	230702	2	12356	
